departure_code,arrival_code,pos_provider_code,route_type,direct_flight_only,allowed_inbound_days,allowed_outbound_days,sum_of_oneway
HAV,FLN,theflightsfare.co.uk,airport,false,*,*,false
HAV,BGA,theflightsfare.co.uk,airport,false,*,*,false
HAV,VCP,theflightsfare.co.uk,airport,false,*,*,false
MGA,MVD,theflightsfare.co.uk,airport,false,*,*,false
HAV,PHX,theflightsfare.co.uk,airport,false,*,*,false
HAV,EWR,theflightsfare.co.uk,airport,false,*,*,false
EWR,MTY,theflightsfare.co.uk,airport,false,*,*,false
SFO,GRU,theflightsfare.co.uk,airport,false,*,*,false
SFO,GIG,theflightsfare.co.uk,airport,false,*,*,false
SFO,BON,theflightsfare.co.uk,airport,false,*,*,false
SFO,ZLO,theflightsfare.co.uk,airport,false,*,*,false
SFO,MZT,theflightsfare.co.uk,airport,false,*,*,false
MGA,FOR,theflightsfare.co.uk,airport,false,*,*,false
MGA,VVI,theflightsfare.co.uk,airport,false,*,*,false
MGA,CLO,theflightsfare.co.uk,airport,false,*,*,false
MGA,LIM,theflightsfare.co.uk,airport,false,*,*,false
MGA,GYE,theflightsfare.co.uk,airport,false,*,*,false
SFO,SLP,theflightsfare.co.uk,airport,false,*,*,false
SFO,TAM,theflightsfare.co.uk,airport,false,*,*,false
IAH,GRU,theflightsfare.co.uk,airport,false,*,*,false
IAH,GIG,theflightsfare.co.uk,airport,false,*,*,false
SCL,GUA,theflightsfare.co.uk,airport,false,*,*,false
MVD,GUA,theflightsfare.co.uk,airport,false,*,*,false
LIM,GUA,theflightsfare.co.uk,airport,false,*,*,false
GYE,GUA,theflightsfare.co.uk,airport,false,*,*,false
ATL,GGT,theflightsfare.co.uk,airport,false,*,*,false
ATL,SKB,theflightsfare.co.uk,airport,false,*,*,false
AUA,ACA,theflightsfare.co.uk,airport,false,*,*,false
AUA,AGU,theflightsfare.co.uk,airport,false,*,*,false
AUA,ANU,theflightsfare.co.uk,airport,false,*,*,false
AUA,ASU,theflightsfare.co.uk,airport,false,*,*,false
AUA,AXM,theflightsfare.co.uk,airport,false,*,*,false
AUA,AZS,theflightsfare.co.uk,airport,false,*,*,false
MVD,STI,theflightsfare.co.uk,airport,false,*,*,false
MGA,CTG,theflightsfare.co.uk,airport,false,*,*,false
PTY,CTG,theflightsfare.co.uk,airport,false,*,*,false
BWI,BAQ,theflightsfare.co.uk,airport,false,*,*,false
IAD,BAQ,theflightsfare.co.uk,airport,false,*,*,false
AUS,BAQ,theflightsfare.co.uk,airport,false,*,*,false
MCO,BAQ,theflightsfare.co.uk,airport,false,*,*,false
TPA,BAQ,theflightsfare.co.uk,airport,false,*,*,false
ATL,EZE,theflightsfare.co.uk,airport,false,*,*,false
FLL,EZE,theflightsfare.co.uk,airport,false,*,*,false
CUN,EZE,theflightsfare.co.uk,airport,false,*,*,false
TPA,GRU,theflightsfare.co.uk,airport,false,*,*,false
MTY,GRU,theflightsfare.co.uk,airport,false,*,*,false
CUN,GRU,theflightsfare.co.uk,airport,false,*,*,false
MVD,SJU,theflightsfare.co.uk,airport,false,*,*,false
LIM,SJU,theflightsfare.co.uk,airport,false,*,*,false
SAL,GDL,theflightsfare.co.uk,airport,false,*,*,false
IAH,BON,theflightsfare.co.uk,airport,false,*,*,false
HAV,IAD,theflightsfare.co.uk,airport,false,*,*,false
HAV,IAH,theflightsfare.co.uk,airport,false,*,*,false
HAV,MIA,theflightsfare.co.uk,airport,false,*,*,false
BOG,DAV,theflightsfare.co.uk,airport,false,*,*,false
IAH,UVF,theflightsfare.co.uk,airport,false,*,*,false
IAH,SKB,theflightsfare.co.uk,airport,false,*,*,false
IAH,SXM,theflightsfare.co.uk,airport,false,*,*,false
MGA,REC,theflightsfare.co.uk,airport,false,*,*,false
MGA,ASU,theflightsfare.co.uk,airport,false,*,*,false
SCL,CUR,theflightsfare.co.uk,airport,false,*,*,false
GYE,CUR,theflightsfare.co.uk,airport,false,*,*,false
LIM,DFW,theflightsfare.co.uk,airport,false,*,*,false
LIM,CLT,theflightsfare.co.uk,airport,false,*,*,false
LIM,SEA,theflightsfare.co.uk,airport,false,*,*,false
LIM,PHX,theflightsfare.co.uk,airport,false,*,*,false
LIM,EWR,theflightsfare.co.uk,airport,false,*,*,false
LIM,MSP,theflightsfare.co.uk,airport,false,*,*,false
LIM,LGA,theflightsfare.co.uk,airport,false,*,*,false
LIM,DTW,theflightsfare.co.uk,airport,false,*,*,false
LIM,SLC,theflightsfare.co.uk,airport,false,*,*,false
CLO,XPL,theflightsfare.co.uk,airport,false,*,*,false
CUN,GYE,theflightsfare.co.uk,airport,false,*,*,false
PVR,BSB,theflightsfare.co.uk,airport,false,*,*,false
PVR,SSA,theflightsfare.co.uk,airport,false,*,*,false
PVR,MAO,theflightsfare.co.uk,airport,false,*,*,false
PVR,BAQ,theflightsfare.co.uk,airport,false,*,*,false
PVR,PEI,theflightsfare.co.uk,airport,false,*,*,false
PVR,BEL,theflightsfare.co.uk,airport,false,*,*,false
PVR,MDZ,theflightsfare.co.uk,airport,false,*,*,false
PVR,MCZ,theflightsfare.co.uk,airport,false,*,*,false
PVR,NAT,theflightsfare.co.uk,airport,false,*,*,false
PVR,CWB,theflightsfare.co.uk,airport,false,*,*,false
PVR,SDU,theflightsfare.co.uk,airport,false,*,*,false
PVR,FLN,theflightsfare.co.uk,airport,false,*,*,false
PVR,BGA,theflightsfare.co.uk,airport,false,*,*,false
PVR,GEO,theflightsfare.co.uk,airport,false,*,*,false
PVR,VCP,theflightsfare.co.uk,airport,false,*,*,false
PVR,VIX,theflightsfare.co.uk,airport,false,*,*,false
PVR,IGU,theflightsfare.co.uk,airport,false,*,*,false
IAH,XPL,theflightsfare.co.uk,airport,false,*,*,false
SFO,XPL,theflightsfare.co.uk,airport,false,*,*,false
SFO,BZE,theflightsfare.co.uk,airport,false,*,*,false
EWR,UVF,theflightsfare.co.uk,airport,false,*,*,false
IAD,SCL;LIM;GRU;GIG;UIO;BOG;PTY;SJO;AUA;BON;CUR;GEO;POS;BGI;UVF;ANU;SKB;SXM;STT;SJU;PUJ;SDQ;STI;POP;PLS;MBJ;GCM;LIR;MGA;XPL;GUA;SAP;RTB;BZE;CUN;NAS;MID;VER;OAX;ACA;ZIH;MEX;ZLO;PVR;SJD;MZT;AGU;BJX;MLM;SLP;TAM;MTY;BDA,theflightsfare.co.uk,airport,false,*,*,false
EWR,SKB,theflightsfare.co.uk,airport,false,*,*,false
EWR,SXM,theflightsfare.co.uk,airport,false,*,*,false
SFO,ACA,theflightsfare.co.uk,airport,false,*,*,false
SFO,ZIH,theflightsfare.co.uk,airport,false,*,*,false
IAH,BZE,theflightsfare.co.uk,airport,false,*,*,false
PHX,GRU,theflightsfare.co.uk,airport,false,*,*,false
PHX,GIG,theflightsfare.co.uk,airport,false,*,*,false
PHX,AUA,theflightsfare.co.uk,airport,false,*,*,false
PHX,BON,theflightsfare.co.uk,airport,false,*,*,false
PHX,CUR,theflightsfare.co.uk,airport,false,*,*,false
PHX,GEO,theflightsfare.co.uk,airport,false,*,*,false
PHX,POS,theflightsfare.co.uk,airport,false,*,*,false
PHX,UVF,theflightsfare.co.uk,airport,false,*,*,false
PHX,ANU,theflightsfare.co.uk,airport,false,*,*,false
SCL,SDQ,theflightsfare.co.uk,airport,false,*,*,false
MVD,SDQ,theflightsfare.co.uk,airport,false,*,*,false
PHX,SKB,theflightsfare.co.uk,airport,false,*,*,false
PHX,SXM,theflightsfare.co.uk,airport,false,*,*,false
PHX,STT,theflightsfare.co.uk,airport,false,*,*,false
PVR,GYN,theflightsfare.co.uk,airport,false,*,*,false
PVR,NVT,theflightsfare.co.uk,airport,false,*,*,false
PVR,CGB,theflightsfare.co.uk,airport,false,*,*,false
PVR,UDI,theflightsfare.co.uk,airport,false,*,*,false
SAL,FOR,theflightsfare.co.uk,airport,false,*,*,false
SAL,CNF,theflightsfare.co.uk,airport,false,*,*,false
SAL,VVI,theflightsfare.co.uk,airport,false,*,*,false
SAL,CLO,theflightsfare.co.uk,airport,false,*,*,false
SAL,EZE,theflightsfare.co.uk,airport,false,*,*,false
SAL,LIM,theflightsfare.co.uk,airport,false,*,*,false
SAL,GYE,theflightsfare.co.uk,airport,false,*,*,false
SAL,MDE,theflightsfare.co.uk,airport,false,*,*,false
SAL,POA,theflightsfare.co.uk,airport,false,*,*,false
SAL,REC,theflightsfare.co.uk,airport,false,*,*,false
SAL,ASU,theflightsfare.co.uk,airport,false,*,*,false
SAL,COR,theflightsfare.co.uk,airport,false,*,*,false
SAL,BOG,theflightsfare.co.uk,airport,false,*,*,false
SAL,GIG,theflightsfare.co.uk,airport,false,*,*,false
SAL,CTG,theflightsfare.co.uk,airport,false,*,*,false
SAL,CCS,theflightsfare.co.uk,airport,false,*,*,false
SAL,BSB,theflightsfare.co.uk,airport,false,*,*,false
SAL,SSA,theflightsfare.co.uk,airport,false,*,*,false
SAL,MAO,theflightsfare.co.uk,airport,false,*,*,false
SAL,BAQ,theflightsfare.co.uk,airport,false,*,*,false
SAL,PEI,theflightsfare.co.uk,airport,false,*,*,false
SAL,BEL,theflightsfare.co.uk,airport,false,*,*,false
SAL,MDZ,theflightsfare.co.uk,airport,false,*,*,false
SAL,MCZ,theflightsfare.co.uk,airport,false,*,*,false
SAL,NAT,theflightsfare.co.uk,airport,false,*,*,false
SAL,CWB,theflightsfare.co.uk,airport,false,*,*,false
SAL,SDU,theflightsfare.co.uk,airport,false,*,*,false
SAL,FLN,theflightsfare.co.uk,airport,false,*,*,false
GYE,MID,theflightsfare.co.uk,airport,false,*,*,false
GYE,MTY,theflightsfare.co.uk,airport,false,*,*,false
GYE,MVD,theflightsfare.co.uk,airport,false,*,*,false
GYE,MZT,theflightsfare.co.uk,airport,false,*,*,false
GYE,NAS,theflightsfare.co.uk,airport,false,*,*,false
GYE,NLU,theflightsfare.co.uk,airport,false,*,*,false
GYE,NVT,theflightsfare.co.uk,airport,false,*,*,false
GYE,OAX,theflightsfare.co.uk,airport,false,*,*,false
GYE,PAP,theflightsfare.co.uk,airport,false,*,*,false
PHX,MGA,theflightsfare.co.uk,airport,false,*,*,false
PHX,XPL,theflightsfare.co.uk,airport,false,*,*,false
MBJ,YVR,theflightsfare.co.uk,airport,false,*,*,false
MBJ,YWG,theflightsfare.co.uk,airport,false,*,*,false
MBJ,YYC,theflightsfare.co.uk,airport,false,*,*,false
MBJ,YYZ,theflightsfare.co.uk,airport,false,*,*,false
MBJ,ZIH,theflightsfare.co.uk,airport,false,*,*,false
MBJ,ZSA,theflightsfare.co.uk,airport,false,*,*,false
MBJ,JFK,theflightsfare.co.uk,airport,false,*,*,false
MBJ,ORD,theflightsfare.co.uk,airport,false,*,*,false
MBJ,IAD,theflightsfare.co.uk,airport,false,*,*,false
MBJ,IAH,theflightsfare.co.uk,airport,false,*,*,false
MBJ,MIA,theflightsfare.co.uk,airport,false,*,*,false
MBJ,SFO,theflightsfare.co.uk,airport,false,*,*,false
MBJ,LAX,theflightsfare.co.uk,airport,false,*,*,false
MBJ,LAS,theflightsfare.co.uk,airport,false,*,*,false
MBJ,PHL,theflightsfare.co.uk,airport,false,*,*,false
MBJ,MCO,theflightsfare.co.uk,airport,false,*,*,false
LAS,DOM,theflightsfare.co.uk,airport,false,*,*,false
LAS,UVF,theflightsfare.co.uk,airport,false,*,*,false
LAS,BON,theflightsfare.co.uk,airport,false,*,*,false
HAV,BOS,theflightsfare.co.uk,airport,false,*,*,false
HAV,MSP,theflightsfare.co.uk,airport,false,*,*,false
HAV,LGA,theflightsfare.co.uk,airport,false,*,*,false
HAV,DTW,theflightsfare.co.uk,airport,false,*,*,false
HAV,SLC,theflightsfare.co.uk,airport,false,*,*,false
HAV,SAN,theflightsfare.co.uk,airport,false,*,*,false
HAV,BWI,theflightsfare.co.uk,airport,false,*,*,false
HAV,TPA,theflightsfare.co.uk,airport,false,*,*,false
HAV,AUS,theflightsfare.co.uk,airport,false,*,*,false
HAV,BNA,theflightsfare.co.uk,airport,false,*,*,false
IAD,GIG,theflightsfare.co.uk,airport,false,*,*,false
IAD,EZE,theflightsfare.co.uk,airport,false,*,*,false
IAD,TGU,theflightsfare.co.uk,airport,false,*,*,false
SAL,GGT,theflightsfare.co.uk,airport,false,*,*,false
SAL,GND,theflightsfare.co.uk,airport,false,*,*,false
SAL,GRU,theflightsfare.co.uk,airport,false,*,*,false
SAL,GUA,theflightsfare.co.uk,airport,false,*,*,false
MVD,SAL,theflightsfare.co.uk,airport,false,*,*,false
IAD,HUX,theflightsfare.co.uk,airport,false,*,*,false
IAD,ZIH,theflightsfare.co.uk,airport,false,*,*,false
IAD,MZT,theflightsfare.co.uk,airport,false,*,*,false
IAD,YOW,theflightsfare.co.uk,airport,false,*,*,false
SAL,SXM,theflightsfare.co.uk,airport,false,*,*,false
SAL,TAM,theflightsfare.co.uk,airport,false,*,*,false
MIA,BZE,theflightsfare.co.uk,airport,false,*,*,false
MVD,TAM,theflightsfare.co.uk,airport,false,*,*,false
MVD,TGU,theflightsfare.co.uk,airport,false,*,*,false
IAD,YWG,theflightsfare.co.uk,airport,false,*,*,false
IAD,YEG,theflightsfare.co.uk,airport,false,*,*,false
CLO,SDQ,theflightsfare.co.uk,airport,false,*,*,false
LIM,SDQ,theflightsfare.co.uk,airport,false,*,*,false
GYE,SDQ,theflightsfare.co.uk,airport,false,*,*,false
MDE,SDQ,theflightsfare.co.uk,airport,false,*,*,false
JFK,BZE,theflightsfare.co.uk,airport,false,*,*,false
BNA,BZE,theflightsfare.co.uk,airport,false,*,*,false
BNA,SAP,theflightsfare.co.uk,airport,false,*,*,false
HAV,SFO,theflightsfare.co.uk,airport,false,*,*,false
HAV,LAX,theflightsfare.co.uk,airport,false,*,*,false
HAV,LIM,theflightsfare.co.uk,airport,false,*,*,false
HAV,LIR,theflightsfare.co.uk,airport,false,*,*,false
HAV,MAO,theflightsfare.co.uk,airport,false,*,*,false
HAV,MAR,theflightsfare.co.uk,airport,false,*,*,false
HAV,MBJ,theflightsfare.co.uk,airport,false,*,*,false
HAV,MDE,theflightsfare.co.uk,airport,false,*,*,false
HAV,MDZ,theflightsfare.co.uk,airport,false,*,*,false
HAV,MEC,theflightsfare.co.uk,airport,false,*,*,false
HAV,MEX,theflightsfare.co.uk,airport,false,*,*,false
HAV,MGA,theflightsfare.co.uk,airport,false,*,*,false
HAV,MID,theflightsfare.co.uk,airport,false,*,*,false
HAV,MTY,theflightsfare.co.uk,airport,false,*,*,false
HAV,MVD,theflightsfare.co.uk,airport,false,*,*,false
HAV,MZT,theflightsfare.co.uk,airport,false,*,*,false
HAV,NAS,theflightsfare.co.uk,airport,false,*,*,false
HAV,NLU,theflightsfare.co.uk,airport,false,*,*,false
HAV,NVT,theflightsfare.co.uk,airport,false,*,*,false
HAV,OAX,theflightsfare.co.uk,airport,false,*,*,false
IAD,MID,theflightsfare.co.uk,airport,false,*,*,false
IAD,BZE,theflightsfare.co.uk,airport,false,*,*,false
IAD,SAP,theflightsfare.co.uk,airport,false,*,*,false
IAD,OAX,theflightsfare.co.uk,airport,false,*,*,false
SCL,MGA,theflightsfare.co.uk,airport,false,*,*,false
MVD,MGA,theflightsfare.co.uk,airport,false,*,*,false
CLO,MGA,theflightsfare.co.uk,airport,false,*,*,false
LIM,MGA,theflightsfare.co.uk,airport,false,*,*,false
GYE,MGA,theflightsfare.co.uk,airport,false,*,*,false
MDE,MGA,theflightsfare.co.uk,airport,false,*,*,false
SJO,PEI,theflightsfare.co.uk,airport,false,*,*,false
SJO,PLS,theflightsfare.co.uk,airport,false,*,*,false
SJO,POP,theflightsfare.co.uk,airport,false,*,*,false
SJO,POS,theflightsfare.co.uk,airport,false,*,*,false
SJO,PTY,theflightsfare.co.uk,airport,false,*,*,false
SJO,PUJ,theflightsfare.co.uk,airport,false,*,*,false
SJO,PVR,theflightsfare.co.uk,airport,false,*,*,false
SJO,QRO,theflightsfare.co.uk,airport,false,*,*,false
SJO,ROS,theflightsfare.co.uk,airport,false,*,*,false
SJO,RTB,theflightsfare.co.uk,airport,false,*,*,false
SJO,SAL,theflightsfare.co.uk,airport,false,*,*,false
SJO,SAP,theflightsfare.co.uk,airport,false,*,*,false
PHL,MGA,theflightsfare.co.uk,airport,false,*,*,false
PHL,RTB,theflightsfare.co.uk,airport,false,*,*,false
PHL,VRA,theflightsfare.co.uk,airport,false,*,*,false
PHL,GGT,theflightsfare.co.uk,airport,false,*,*,false
PHL,SKB,theflightsfare.co.uk,airport,false,*,*,false
PHL,QRO,theflightsfare.co.uk,airport,false,*,*,false
PHX,YQB,theflightsfare.co.uk,airport,false,*,*,false
PHX,SLU,theflightsfare.co.uk,airport,false,*,*,false
PHX,SVD,theflightsfare.co.uk,airport,false,*,*,false
PHX,GND,theflightsfare.co.uk,airport,false,*,*,false
PHX,YOW,theflightsfare.co.uk,airport,false,*,*,false
PHX,YWG,theflightsfare.co.uk,airport,false,*,*,false
PLS,CNF,theflightsfare.co.uk,airport,false,*,*,false
SJO,SDQ,theflightsfare.co.uk,airport,false,*,*,false
SJO,SJD,theflightsfare.co.uk,airport,false,*,*,false
SFO,QRO,theflightsfare.co.uk,airport,false,*,*,false
SJO,SJU,theflightsfare.co.uk,airport,false,*,*,false
SJO,SKB,theflightsfare.co.uk,airport,false,*,*,false
SJO,SLP,theflightsfare.co.uk,airport,false,*,*,false
SJO,SLU,theflightsfare.co.uk,airport,false,*,*,false
SJO,SMR,theflightsfare.co.uk,airport,false,*,*,false
SJO,SNU,theflightsfare.co.uk,airport,false,*,*,false
SJO,STI,theflightsfare.co.uk,airport,false,*,*,false
SJO,STT,theflightsfare.co.uk,airport,false,*,*,false
SJO,STX,theflightsfare.co.uk,airport,false,*,*,false
SJO,SVD,theflightsfare.co.uk,airport,false,*,*,false
SJO,SXM,theflightsfare.co.uk,airport,false,*,*,false
SJO,TAM,theflightsfare.co.uk,airport,false,*,*,false
SJO,TGU,theflightsfare.co.uk,airport,false,*,*,false
SJO,TIJ,theflightsfare.co.uk,airport,false,*,*,false
SJO,TQO,theflightsfare.co.uk,airport,false,*,*,false
SJO,UVF,theflightsfare.co.uk,airport,false,*,*,false
SJO,VRA,theflightsfare.co.uk,airport,false,*,*,false
SJO,YEG,theflightsfare.co.uk,airport,false,*,*,false
SJO,YHZ,theflightsfare.co.uk,airport,false,*,*,false
SJO,YOW,theflightsfare.co.uk,airport,false,*,*,false
SJO,YQB,theflightsfare.co.uk,airport,false,*,*,false
SJO,YUL,theflightsfare.co.uk,airport,false,*,*,false
SJO,YVR,theflightsfare.co.uk,airport,false,*,*,false
SJO,YWG,theflightsfare.co.uk,airport,false,*,*,false
SJO,YYC,theflightsfare.co.uk,airport,false,*,*,false
SJO,YYZ,theflightsfare.co.uk,airport,false,*,*,false
SJO,ZIH,theflightsfare.co.uk,airport,false,*,*,false
PTY,SEA,theflightsfare.co.uk,airport,false,*,*,false
PTY,PHX,theflightsfare.co.uk,airport,false,*,*,false
PTY,EWR,theflightsfare.co.uk,airport,false,*,*,false
PUJ,ACA,theflightsfare.co.uk,airport,false,*,*,false
PUJ,AGU,theflightsfare.co.uk,airport,false,*,*,false
PUJ,ANU,theflightsfare.co.uk,airport,false,*,*,false
PUJ,ASU,theflightsfare.co.uk,airport,false,*,*,false
PUJ,AUA,theflightsfare.co.uk,airport,false,*,*,false
PUJ,AXM,theflightsfare.co.uk,airport,false,*,*,false
PUJ,AZS,theflightsfare.co.uk,airport,false,*,*,false
PUJ,BDA,theflightsfare.co.uk,airport,false,*,*,false
PUJ,BGI,theflightsfare.co.uk,airport,false,*,*,false
PUJ,BJX,theflightsfare.co.uk,airport,false,*,*,false
PUJ,BLA,theflightsfare.co.uk,airport,false,*,*,false
PUJ,BOG,theflightsfare.co.uk,airport,false,*,*,false
PUJ,BON,theflightsfare.co.uk,airport,false,*,*,false
PUJ,BRM,theflightsfare.co.uk,airport,false,*,*,false
PUJ,BZE,theflightsfare.co.uk,airport,false,*,*,false
PUJ,CCC,theflightsfare.co.uk,airport,false,*,*,false
PUJ,CCS,theflightsfare.co.uk,airport,false,*,*,false
PUJ,CIX,theflightsfare.co.uk,airport,false,*,*,false
PUJ,CLO,theflightsfare.co.uk,airport,false,*,*,false
PUJ,CNF,theflightsfare.co.uk,airport,false,*,*,false
PUJ,COR,theflightsfare.co.uk,airport,false,*,*,false
PUJ,CTG,theflightsfare.co.uk,airport,false,*,*,false
PUJ,SSA,theflightsfare.co.uk,airport,false,*,*,false
PUJ,STI,theflightsfare.co.uk,airport,false,*,*,false
PUJ,STT,theflightsfare.co.uk,airport,false,*,*,false
PUJ,STX,theflightsfare.co.uk,airport,false,*,*,false
PUJ,SVD,theflightsfare.co.uk,airport,false,*,*,false
PUJ,SXM,theflightsfare.co.uk,airport,false,*,*,false
PUJ,TAM,theflightsfare.co.uk,airport,false,*,*,false
PUJ,TGU,theflightsfare.co.uk,airport,false,*,*,false
PUJ,TIJ,theflightsfare.co.uk,airport,false,*,*,false
PUJ,TQO,theflightsfare.co.uk,airport,false,*,*,false
PUJ,UIO,theflightsfare.co.uk,airport,false,*,*,false
MGA,PTY,theflightsfare.co.uk,airport,false,*,*,false
MGA,PUJ,theflightsfare.co.uk,airport,false,*,*,false
MGA,PVR,theflightsfare.co.uk,airport,false,*,*,false
MGA,QRO,theflightsfare.co.uk,airport,false,*,*,false
MGA,ROS,theflightsfare.co.uk,airport,false,*,*,false
MGA,RTB,theflightsfare.co.uk,airport,false,*,*,false
MGA,SAL,theflightsfare.co.uk,airport,false,*,*,false
MGA,SAP,theflightsfare.co.uk,airport,false,*,*,false
MGA,SDQ,theflightsfare.co.uk,airport,false,*,*,false
MGA,SJD,theflightsfare.co.uk,airport,false,*,*,false
MGA,SJO,theflightsfare.co.uk,airport,false,*,*,false
MGA,SJU,theflightsfare.co.uk,airport,false,*,*,false
MGA,SKB,theflightsfare.co.uk,airport,false,*,*,false
MGA,SLP,theflightsfare.co.uk,airport,false,*,*,false
MGA,SLU,theflightsfare.co.uk,airport,false,*,*,false
MGA,SMR,theflightsfare.co.uk,airport,false,*,*,false
MGA,SNU,theflightsfare.co.uk,airport,false,*,*,false
PVR,ACA,theflightsfare.co.uk,airport,false,*,*,false
PVR,ADZ,theflightsfare.co.uk,airport,false,*,*,false
PVR,AGU,theflightsfare.co.uk,airport,false,*,*,false
PVR,ANU,theflightsfare.co.uk,airport,false,*,*,false
PVR,ASU,theflightsfare.co.uk,airport,false,*,*,false
PVR,AUA,theflightsfare.co.uk,airport,false,*,*,false
PVR,AXM,theflightsfare.co.uk,airport,false,*,*,false
PVR,AZS,theflightsfare.co.uk,airport,false,*,*,false
PVR,BDA,theflightsfare.co.uk,airport,false,*,*,false
PVR,BGI,theflightsfare.co.uk,airport,false,*,*,false
MCO,MVD,theflightsfare.co.uk,airport,false,*,*,false
MCO,SCL,theflightsfare.co.uk,airport,false,*,*,false
MGA,BEL,theflightsfare.co.uk,airport,false,*,*,false
MGA,MCZ,theflightsfare.co.uk,airport,false,*,*,false
PVR,SAP,theflightsfare.co.uk,airport,false,*,*,false
PVR,SCL,theflightsfare.co.uk,airport,false,*,*,false
PVR,SDQ,theflightsfare.co.uk,airport,false,*,*,false
PVR,SJD,theflightsfare.co.uk,airport,false,*,*,false
PVR,SJO,theflightsfare.co.uk,airport,false,*,*,false
PVR,SJU,theflightsfare.co.uk,airport,false,*,*,false
PVR,SKB,theflightsfare.co.uk,airport,false,*,*,false
PVR,SLP,theflightsfare.co.uk,airport,false,*,*,false
PVR,SLU,theflightsfare.co.uk,airport,false,*,*,false
PVR,SMR,theflightsfare.co.uk,airport,false,*,*,false
PVR,SNU,theflightsfare.co.uk,airport,false,*,*,false
PVR,VVI,theflightsfare.co.uk,airport,false,*,*,false
PVR,STI,theflightsfare.co.uk,airport,false,*,*,false
PVR,STT,theflightsfare.co.uk,airport,false,*,*,false
PVR,STX,theflightsfare.co.uk,airport,false,*,*,false
PVR,SVD,theflightsfare.co.uk,airport,false,*,*,false
PVR,SXM,theflightsfare.co.uk,airport,false,*,*,false
PVR,TAM,theflightsfare.co.uk,airport,false,*,*,false
PVR,TGU,theflightsfare.co.uk,airport,false,*,*,false
PVR,TIJ,theflightsfare.co.uk,airport,false,*,*,false
PVR,TQO,theflightsfare.co.uk,airport,false,*,*,false
PVR,UIO,theflightsfare.co.uk,airport,false,*,*,false
PVR,UVF,theflightsfare.co.uk,airport,false,*,*,false
PVR,VLN,theflightsfare.co.uk,airport,false,*,*,false
PVR,VRA,theflightsfare.co.uk,airport,false,*,*,false
PVR,YEG,theflightsfare.co.uk,airport,false,*,*,false
PVR,YHZ,theflightsfare.co.uk,airport,false,*,*,false
PVR,YOW,theflightsfare.co.uk,airport,false,*,*,false
PVR,YQB,theflightsfare.co.uk,airport,false,*,*,false
PVR,YUL,theflightsfare.co.uk,airport,false,*,*,false
PVR,YVR,theflightsfare.co.uk,airport,false,*,*,false
PVR,YWG,theflightsfare.co.uk,airport,false,*,*,false
PVR,YYC,theflightsfare.co.uk,airport,false,*,*,false
PVR,YYZ,theflightsfare.co.uk,airport,false,*,*,false
PVR,ZIH,theflightsfare.co.uk,airport,false,*,*,false
SCL,KIN,theflightsfare.co.uk,airport,false,*,*,false
SCL,LIM,theflightsfare.co.uk,airport,false,*,*,false
SCL,MAO,theflightsfare.co.uk,airport,false,*,*,false
SCL,MAR,theflightsfare.co.uk,airport,false,*,*,false
SCL,MDE,theflightsfare.co.uk,airport,false,*,*,false
SCL,MDZ,theflightsfare.co.uk,airport,false,*,*,false
SCL,MEC,theflightsfare.co.uk,airport,false,*,*,false
SCL,MEX,theflightsfare.co.uk,airport,false,*,*,false
SCL,MID,theflightsfare.co.uk,airport,false,*,*,false
SCL,MVD,theflightsfare.co.uk,airport,false,*,*,false
SCL,MZT,theflightsfare.co.uk,airport,false,*,*,false
SCL,NAS,theflightsfare.co.uk,airport,false,*,*,false
SCL,NVT,theflightsfare.co.uk,airport,false,*,*,false
SCL,OAX,theflightsfare.co.uk,airport,false,*,*,false
SCL,PAP,theflightsfare.co.uk,airport,false,*,*,false
SCL,PBC,theflightsfare.co.uk,airport,false,*,*,false
SCL,PBM,theflightsfare.co.uk,airport,false,*,*,false
SCL,PEI,theflightsfare.co.uk,airport,false,*,*,false
SCL,PLS,theflightsfare.co.uk,airport,false,*,*,false
SCL,POA,theflightsfare.co.uk,airport,false,*,*,false
SCL,POP,theflightsfare.co.uk,airport,false,*,*,false
SCL,POS,theflightsfare.co.uk,airport,false,*,*,false
SCL,QRO,theflightsfare.co.uk,airport,false,*,*,false
SCL,AXM,theflightsfare.co.uk,airport,false,*,*,false
SCL,AZS,theflightsfare.co.uk,airport,false,*,*,false
SCL,BAQ,theflightsfare.co.uk,airport,false,*,*,false
PVR,SAN,theflightsfare.co.uk,airport,false,*,*,false
PVR,BWI,theflightsfare.co.uk,airport,false,*,*,false
PVR,TPA,theflightsfare.co.uk,airport,false,*,*,false
PVR,AUS,theflightsfare.co.uk,airport,false,*,*,false
PVR,BNA,theflightsfare.co.uk,airport,false,*,*,false
SCL,JFK,theflightsfare.co.uk,airport,false,*,*,false
SCL,ORD,theflightsfare.co.uk,airport,false,*,*,false
SCL,IAD,theflightsfare.co.uk,airport,false,*,*,false
SFO,VVI,theflightsfare.co.uk,airport,false,*,*,false
SFO,HUX,theflightsfare.co.uk,airport,false,*,*,false
SFO,EYW,theflightsfare.co.uk,airport,false,*,*,false
SFO,BDA,theflightsfare.co.uk,airport,false,*,*,false
SFO,SNU,theflightsfare.co.uk,airport,false,*,*,false
SFO,GGT,theflightsfare.co.uk,airport,false,*,*,false
IAD,SNU,theflightsfare.co.uk,airport,false,*,*,false
IAD,VRA,theflightsfare.co.uk,airport,false,*,*,false
